org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,video,review,dataset
WOMAN,woman,567.633,74,31,17029,17181,Unit 1 Vocabulary  ASL,93,720.0,30.0,572.7,https://www.youtube.com/watch?v=iMUjcZCLaGo,woman,"[0.0012479722499847412, 0.2558119595050812, 1.0, 0.8059887290000916]",1280.0,,,train
WORK,work,574.467,74,31,17234,17337,Unit 1 Vocabulary  ASL,90,720.0,30.0,577.9,https://www.youtube.com/watch?v=iMUjcZCLaGo,work,"[0.002349674701690674, 0.2911217212677002, 1.0, 0.7877165675163269]",1280.0,,,train
WRITE,write,579.9,74,31,17397,17504,Unit 1 Vocabulary  ASL,53,720.0,30.0,583.467,https://www.youtube.com/watch?v=iMUjcZCLaGo,write,"[0.0006168484687805176, 0.2860051691532135, 0.9955258369445801, 0.8457077145576477]",1280.0,,,train
WRONG,wrong,584.5,74,31,17535,17695,Unit 1 Vocabulary  ASL,105,720.0,30.0,589.833,https://www.youtube.com/watch?v=iMUjcZCLaGo,wrong,"[0.0, 0.29698169231414795, 1.0, 0.7893908023834229]",1280.0,,,train
YOU,you,593.333,74,31,17800,17961,Unit 1 Vocabulary  ASL,68,720.0,30.0,598.7,https://www.youtube.com/watch?v=iMUjcZCLaGo,you,"[0.0, 0.25378644466400146, 1.0, 0.7816612124443054]",1280.0,,,train
YESTERDAY,yesterday,602.3,74,31,18069,18182,Unit 1 Vocabulary  ASL,151,720.0,30.0,606.067,https://www.youtube.com/watch?v=iMUjcZCLaGo,yesterday,"[0.004647731781005859, 0.29239338636398315, 0.9987462162971497, 0.7965260148048401]",1280.0,,,train
SUNDAY,sunday,15.0,77,-1,375,513,Unit 10 Vocabulary - Part 1mp4,129,360.0,25.0,20.52,https://www.youtube.com/watch?v=jzemBg_G8zU,sunday,"[0.05269697308540344, 0.35227638483047485, 1.0, 0.8655295372009277]",640.0,/mnt/d/ASL/videos/jzemBg_G8zU.mp4,,train
hearing,hearing,0.0,35,50,0,91,hearing,45,360.0,29.97,3.036,www.youtube.com/watch?v=AoyNI1BJmOE,hearing,"[0.06887826323509216, 0.28162142634391785, 1.0, 0.6416772603988647]",640.0,,,train
leave,leave,0.0,2,58,0,126,Leave,336,360.0,29.646,4.25,https://www.youtube.com/watch?v=6Cc6xCzqguU,leave,"[0.0, 0.12407189607620239, 1.0, 0.8464381694793701]",640.0,/mnt/d/ASL/videos/6Cc6xCzqguU.webm,,train
Pink,pink,0.0,27,47,0,117,Baby Sign Language Pink,96,360.0,30.003,3.9,www.youtube.com/watch?v=v7d_udVFG-M,pink,"[0.03155568242073059, 0.10832229256629944, 0.9952164888381958, 0.9033492803573608]",640.0,,,train
BIRD,bird,0.0,0,-1,0,147,BIRD(3),14,360.0,29.97,4.905,https://www.youtube.com/watch?v=1ZEAGpAH284,bird,"[0.04145103693008423, 0.2623581886291504, 1.0, 0.734364926815033]",640.0,/mnt/d/ASL/videos/1ZEAGpAH284.mkv,,train
Feel,feel,0.0,27,47,0,81,Baby Sign Language Feel,322,360.0,29.97,2.703,www.youtube.com/watch?v=Wb6ssUKFn7Q,feel,"[0.0, 0.21397048234939575, 1.0, 0.7323925495147705]",640.0,,,train
Underwear ,underwear,0.0,135,-1,0,104,ASL Underwear ,802,360.0,30.0,3.467,https://www.youtube.com/watch?v=7RdO--j04Mk,underwear,"[0.1758611798286438, 0.1644372045993805, 1.0, 0.7037942409515381]",480.0,/mnt/d/ASL/videos/7RdO--j04Mk.mp4,,train
france (lsf),france,0.0,108,-1,0,117,France (LSF),95,360.0,29.97,3.904,https://www.youtube.com/watch?v=SsPRVi5rsGE,france,"[0.08554250001907349, 0.14249199628829956, 0.9994826912879944, 0.8387786746025085]",480.0,/mnt/d/ASL/videos/SsPRVi5rsGE.mkv,,train
HOTDOG,hoddog,0.0,0,0,0,74,HOTDOG(3),181,360.0,29.97,2.469,https://www.youtube.com/watch?v=fALOrm8Lm1g,hoddog,"[0.05784362554550171, 0.24650561809539795, 1.0, 0.7974027395248413]",640.0,/mnt/d/ASL/videos/fALOrm8Lm1g.mkv,,train
nice,nice,0.334,1,44,10,120,ASL Vocabulary nice,1,360.0,29.97,4.004,https://www.youtube.com/watch?v=hesnczlStrA,nice,"[0.0, 0.08381238579750061, 1.0, 1.0]",640.0,/mnt/d/ASL/videos/hesnczlStrA.mkv,1.0,train
volleyball,volleyball,0.0,62,-1,0,91,VOLLEYBALL(1),574,360.0,29.97,3.036,https://www.youtube.com/watch?v=ZpXyO1kgxGE,volleyball,"[0.0, 0.061992794275283813, 1.0, 0.8452767133712769]",640.0,/mnt/d/ASL/videos/ZpXyO1kgxGE.mkv,,train
WEAK,weak,0.0,0,-1,0,83,WEAK(1),449,240.0,30.0,2.767,https://www.youtube.com/watch?v=NBa4sMtwwZE,weak,"[0.08554008603096008, 0.06210926175117493, 0.9459563493728638, 0.9308139681816101]",320.0,/mnt/d/ASL/videos/NBa4sMtwwZE.mkv,,train
Milk ,milk,0.0,14,-1,0,131,ASL Milk ,32,360.0,25.0,5.24,https://www.youtube.com/watch?v=FrZzNdspSbw,milk,"[0.0681447684764862, 0.28860557079315186, 1.0, 0.6654497981071472]",640.0,/mnt/d/ASL/videos/FrZzNdspSbw.mkv,,train
TIME,time,0.0,0,-1,0,79,TIME(1),116,360.0,25.0,3.16,https://www.youtube.com/watch?v=_Blg0Xyo-kM,time,"[0.05358424782752991, 0.2388525903224945, 0.9990596771240234, 0.926366925239563]",480.0,/mnt/d/ASL/videos/_Blg0Xyo-kM.mkv,,train
DELICIOUS,delicious,10.277,72,23,308,426,Unit 18 ASL UNT Dori Reeves,319,360.0,29.97,14.214,https://www.youtube.com/watch?v=K4603bl9Ahw,delicious,"[0.19872745871543884, 0.332658976316452, 0.8957068920135498, 0.6247981190681458]",480.0,/mnt/d/ASL/videos/K4603bl9Ahw.mkv,,train
cost,cost,0.0,0,0,0,92,cost,484,360.0,29.97,3.07,www.youtube.com/watch?v=lxMBjE6rjEA,cost,"[0.10384383797645569, 0.08482250571250916, 0.971063494682312, 0.8097442388534546]",540.0,/mnt/d/ASL/videos/lxMBjE6rjEA.mkv,1.0,train
MILK,milk,0.0,0,0,0,107,MILK(2),32,240.0,30.0,3.567,https://www.youtube.com/watch?v=m10sLOczXPk,milk,"[0.06611964106559753, 0.18024057149887085, 0.9260495901107788, 0.8347216248512268]",320.0,/mnt/d/ASL/videos/m10sLOczXPk.mkv,,train
KITCHEN,kitchen,0.0,0,-1,0,77,KITCHEN(1),170,360.0,25.0,3.08,https://www.youtube.com/watch?v=mw5OW7vYVRc,kitchen,"[0.052534788846969604, 0.196664959192276, 0.9981895089149475, 0.8812524080276489]",480.0,/mnt/d/ASL/videos/mw5OW7vYVRc.mkv,,train
stairs,stairs,0.0,0,0,0,83,stairs(1),686,360.0,29.97,2.769,www.youtube.com/watch?v=9DqCkM3lwmE,stairs,"[0.03336438536643982, 0.12296834588050842, 1.0, 0.8119059801101685]",640.0,/mnt/d/ASL/videos/9DqCkM3lwmE.mkv,,train
shelf,shelf,0.0,62,-1,0,67,Sign for SHELF from page 23,857,360.0,30.0,2.233,https://www.youtube.com/watch?v=wW60MIWXnRs,shelves,"[0.0, 0.10336178541183472, 1.0, 0.7831175327301025]",640.0,/mnt/d/ASL/videos/wW60MIWXnRs.mkv,,train
south africa,south africa,0.0,108,-1,0,140,South Africa,966,360.0,29.97,4.671,https://www.youtube.com/watch?v=bEWvNaYICS0,south africa,"[0.02862071990966797, 0.2978598475456238, 1.0, 0.7898460030555725]",640.0,/mnt/d/ASL/videos/bEWvNaYICS0.webm,,train
yearbook,yearbook,1.9,107,33,57,208,Unit 5 part two,898,320.0,30.0,6.933,https://www.youtube.com/watch?v=kz-WXEZ3kfM,yearbook,"[0.13049301505088806, 0.0, 1.0, 0.8604246377944946]",568.0,/mnt/d/ASL/videos/kz-WXEZ3kfM.mp4,,train
MAN,man,0.334,96,15,10,80,MAN(1),58,360.0,29.97,2.669,https://www.youtube.com/watch?v=jD_YbAqxNe4,man,"[0.023264259099960327, 0.14589378237724304, 1.0, 0.761459231376648]",636.0,/mnt/d/ASL/videos/jD_YbAqxNe4.mp4,1.0,train
FIGHT-[verb form single movement],fight,0.0,0,0,0,61,FIGHT-verb form single movement,611,360.0,29.97,2.035,https://www.youtube.com/watch?v=tpABYMXILgo,fight,"[0.041208863258361816, 0.17123571038246155, 1.0, 0.8182326555252075]",640.0,/mnt/d/ASL/videos/tpABYMXILgo.mkv,,train
france (hungarian sign),france,0.0,108,-1,0,122,France (Hungarian sign),95,360.0,29.97,4.071,https://www.youtube.com/watch?v=19QAZkwO8Yo,france,"[0.055203795433044434, 0.29416003823280334, 1.0, 0.8197976350784302]",640.0,/mnt/d/ASL/videos/19QAZkwO8Yo.webm,,train
One,one,16.283,242,-1,488,509,ASL Numbers 1-30,321,360.0,29.97,16.984,https://www.youtube.com/watch?v=1yBEo2pewdY,one,"[0.0, 0.12035787105560303, 0.9998909831047058, 0.8003511428833008]",640.0,/mnt/d/ASL/videos/1yBEo2pewdY.mp4,,train
city,city,0.0,0,0,0,55,city,367,360.0,29.97,1.835,https://www.youtube.com/watch?v=e7Tz3OSQBQQ,city,"[0.028529316186904907, 0.2608497440814972, 1.0, 0.767133891582489]",640.0,/mnt/d/ASL/videos/e7Tz3OSQBQQ.webm,,train
LETTER,letter,0.069,243,10,2,102,Letters A-Z,579,720.0,28.873,3.533,https://www.youtube.com/watch?v=A_7rpBAQDmA,letter,"[0.0, 0.0, 1.0, 1.0]",406.0,/mnt/d/ASL/videos/A_7rpBAQDmA.webm,,train
minute,minute,1.335,1,31,40,110,ASL Vocabulary minute,511,360.0,29.97,3.67,https://www.youtube.com/watch?v=OeFig6jKCj0,minute,"[0.0, 0.0961976945400238, 1.0, 0.997699499130249]",640.0,/mnt/d/ASL/videos/OeFig6jKCj0.mp4,1.0,train
FAMILY,family,0.0,0,-1,0,34,FAMILY(2),44,240.0,30.0,1.133,https://www.youtube.com/watch?v=8FD_OxNCNqU,family,"[0.002132326364517212, 0.18254685401916504, 0.9948797225952148, 0.9591988325119019]",320.0,/mnt/d/ASL/videos/8FD_OxNCNqU.mkv,,train
RETIRE,retire,0.0,0,0,0,92,RETIRE(1),582,360.0,29.97,3.07,https://www.youtube.com/watch?v=DPTGQS3FdI0,retire,"[0.05863898992538452, 0.2240273654460907, 1.0, 0.7961792945861816]",640.0,/mnt/d/ASL/videos/DPTGQS3FdI0.mp4,,train
hungry,hungry,0.0,35,50,0,123,hungry,54,360.0,29.97,4.104,www.youtube.com/watch?v=a90eIyt5eJs,hungry,"[0.06974956393241882, 0.3031041622161865, 1.0, 0.6511996984481812]",640.0,,,train
breakfast,breakfast,0.0,2,11,0,100,Breakfast,329,360.0,29.586,3.38,https://www.youtube.com/watch?v=bZKwM7JhxyY,breakfast,"[0.0004852712154388428, 0.18782055377960205, 1.0, 0.7956901788711548]",640.0,/mnt/d/ASL/videos/bZKwM7JhxyY.mkv,,train
CRAZY-[version 1],crazy,0.0,0,0,0,82,CRAZY-version 1,652,720.0,29.97,2.736,https://www.youtube.com/watch?v=dD3k1UwPZjo,crazy,"[0.06693568825721741, 0.2325012981891632, 1.0, 0.7123091220855713]",1280.0,/mnt/d/ASL/videos/dD3k1UwPZjo.mkv,,train
Shoes,shoes,0.0,27,47,0,120,Baby Sign Language Shoes,102,360.0,30.002,4.0,www.youtube.com/watch?v=yRk1CucYPQo,shoes,"[0.0, 0.23195485770702362, 0.998466432094574, 0.7481813430786133]",640.0,,,train
want,want,0.0,2,58,0,118,Want,8,360.0,29.648,3.98,https://www.youtube.com/watch?v=Nljp2DTENlg,want,"[0.0, 0.2523963749408722, 1.0, 0.854739785194397]",640.0,/mnt/d/ASL/videos/Nljp2DTENlg.webm,,train
monday,monday,0.0,0,0,0,65,MONDAY,217,360.0,29.97,2.169,www.youtube.com/watch?v=lXVIBinAmQ8,monday,"[0.02754908800125122, 0.2774372696876526, 1.0, 0.7430674433708191]",640.0,/mnt/d/ASL/videos/lXVIBinAmQ8.webm,,train
all,all,0.0,52,42,0,85,all 2,134,360.0,29.97,2.836,www.youtube.com/watch?v=iERRGfH_giQ,all,"[0.09998765587806702, 0.28076308965682983, 1.0, 0.7171578407287598]",640.0,,,train
chat,chat,0.0,62,-1,0,72,CHAT(3),616,360.0,29.97,2.402,https://www.youtube.com/watch?v=Wl0RdPnbDjQ,chat,"[0.0, 0.03690260648727417, 1.0, 0.7820004224777222]",640.0,/mnt/d/ASL/videos/Wl0RdPnbDjQ.mkv,,train
PHYSICS,physics,0.0,0,-1,0,68,PHYSICS,786,360.0,29.978,2.268,https://www.youtube.com/watch?v=v1zPgPDqYI4,physics,"[0.046846359968185425, 0.2348344624042511, 1.0, 0.8180386424064636]",640.0,/mnt/d/ASL/videos/v1zPgPDqYI4.mkv,,train
wake up,wake up,0.0,2,58,0,118,Wake Up,258,360.0,29.648,3.98,https://www.youtube.com/watch?v=UhE2Z7LynHk,surprise,"[0.0, 0.22486987709999084, 1.0, 0.8426299095153809]",640.0,/mnt/d/ASL/videos/UhE2Z7LynHk.webm,,train
WATCH,watch,0.0,0,-1,0,88,WATCH,182,240.0,30.0,2.933,https://www.youtube.com/watch?v=ncWbr0phUuo,watch,"[0.082969069480896, 0.2110520303249359, 0.9287189245223999, 0.876156210899353]",320.0,/mnt/d/ASL/videos/ncWbr0phUuo.mkv,,train
norway,norway,0.0,4,46,0,40,SignSchool Norway,824,360.0,29.97,1.335,www.youtube.com/watch?v=rHhfQRgVaOc,norway,"[0.10650742053985596, 0.24415063858032227, 1.0, 0.7370038628578186]",640.0,,,train
hear,hear,0.0,2,81,0,106,Hear,865,360.0,29.609,3.58,https://www.youtube.com/watch?v=LLVpNGrlIdw,hear,"[0.0, 0.20236745476722717, 1.0, 0.8691233396530151]",640.0,/mnt/d/ASL/videos/LLVpNGrlIdw.webm,,train
man,man,0.0,2,34,0,107,Man,58,360.0,17.215,6.216,https://www.youtube.com/watch?v=R7lrMcuLnhY,man,"[0.0, 0.13994038105010986, 1.0, 0.7594185471534729]",640.0,/mnt/d/ASL/videos/R7lrMcuLnhY.webm,,train
book,book,0.0,0,0,0,59,BOOK(1),38,360.0,29.97,1.969,www.youtube.com/watch?v=VI7-AxRoi-8,book,"[0.04276511073112488, 0.28347671031951904, 1.0, 0.7487398982048035]",640.0,/mnt/d/ASL/videos/VI7-AxRoi-8.mkv,,train
lazy,lazy,0.0,2,81,0,115,Lazy,273,360.0,29.638,3.88,https://www.youtube.com/watch?v=VAGDRCCljA4,lazy,"[0.0, 0.21565157175064087, 1.0, 0.8029910922050476]",640.0,/mnt/d/ASL/videos/VAGDRCCljA4.webm,,train
 grow,spring,0.0,223,-1,0,96,ASL Dictionary - Grow,23,360.0,30.0,3.2,https://www.youtube.com/watch?v=yYU3LnDDyG0,spring,"[0.06117019057273865, 0.17867755889892578, 1.0, 0.7839715480804443]",640.0,/mnt/d/ASL/videos/yYU3LnDDyG0.mkv,,train
SALT,salt,0.0,0,-1,0,60,SALT(2),381,240.0,29.97,2.002,https://www.youtube.com/watch?v=PMTlt8PQAdA,salt,"[0.0016565322875976562, 0.04459655284881592, 0.9961973428726196, 0.9940363168716431]",320.0,/mnt/d/ASL/videos/PMTlt8PQAdA.mkv,,train
"COACH
BOSS
DEAN",boss,15.849,124,-1,475,550,School Personnel Vocabulary  ASL - American Sign Language,337,360.0,29.97,18.352,https://www.youtube.com/watch?v=UKGBW9-wo4k,boss,"[0.024725228548049927, 0.06538009643554688, 0.9989979863166809, 0.8346059322357178]",640.0,/mnt/d/ASL/videos/UKGBW9-wo4k.mkv,,train
Bank ,bank,0.0,13,-1,0,81,ASL Bank ,986,360.0,25.0,3.24,https://www.youtube.com/watch?v=rc5E7nNdWic,bank,"[0.05954378843307495, 0.28868383169174194, 1.0, 0.6301907896995544]",640.0,/mnt/d/ASL/videos/rc5E7nNdWic.webm,,train
green,green,0.0,0,0,0,81,green,65,720.0,29.97,2.703,https://www.youtube.com/watch?v=CV-pjOCkzX8,green,"[0.06091010570526123, 0.22657133638858795, 0.9958919286727905, 0.7269709706306458]",1280.0,/mnt/d/ASL/videos/CV-pjOCkzX8.mkv,,train
 soda,soda,0.0,112,-1,0,76,ASL Dictionary - Soda,167,360.0,15.0,5.067,https://www.youtube.com/watch?v=Qmavf7WPcb0,soda,"[0.0, 0.1046048104763031, 0.9990919232368469, 0.9398398399353027]",640.0,/mnt/d/ASL/videos/Qmavf7WPcb0.mkv,,train
Shirt ,shirt,0.0,135,-1,0,89,ASL Shirt ,149,360.0,30.0,2.967,https://www.youtube.com/watch?v=dF0oyhJl1jQ,shirt,"[0.1830962896347046, 0.16537395119667053, 1.0, 0.7642534971237183]",480.0,/mnt/d/ASL/videos/dF0oyhJl1jQ.webm,,train
Favorite,favorite,21.789,246,-1,653,815,Color Vocabulary,187,360.0,29.97,27.194,https://www.youtube.com/watch?v=kyLNqzXq8IA,favorite,"[0.0, 0.2816712260246277, 1.0, 0.7021609544754028]",640.0,/mnt/d/ASL/videos/kyLNqzXq8IA.mkv,,train
COOK,cook,0.0,0,0,0,80,COOK(4),115,360.0,29.97,2.669,https://www.youtube.com/watch?v=Xy0FCuz1KHw,cook,"[0.055514633655548096, 0.2656719386577606, 1.0, 0.7379806041717529]",640.0,/mnt/d/ASL/videos/Xy0FCuz1KHw.webm,,train
Cookie,cookie,0.0,27,47,0,120,Baby Sign Language Cookie,190,360.0,29.97,4.004,www.youtube.com/watch?v=SxBSm_Yqyhk,cookie,"[0.019335031509399414, 0.13781771063804626, 1.0, 0.7924708127975464]",640.0,,,train
MOTORCYCLE,motorcycle,0.0,0,0,0,77,MOTORCYCLE,583,720.0,29.97,2.569,https://www.youtube.com/watch?v=suzyI59Ryh0,motorcycle,"[0.06583237648010254, 0.2248290777206421, 1.0, 0.7615267038345337]",1280.0,/mnt/d/ASL/videos/suzyI59Ryh0.mkv,,train
bath,bath,20.621,247,81,618,759,Basic Sign Language for Caregivers (bath time),677,360.0,29.97,25.325,https://www.youtube.com/watch?v=IMF7K2ClfQc,bath,"[0.029547929763793945, 0.3514917194843292, 1.0, 0.8409782648086548]",640.0,/mnt/d/ASL/videos/IMF7K2ClfQc.webm,,train
GREEN,green,0.467,109,19,14,49,GREEN COLOR ASL,65,360.0,29.97,1.635,https://www.youtube.com/watch?v=LDWvs7MSrso,green,"[0.10195639729499817, 0.32408884167671204, 1.0, 0.6478464007377625]",640.0,/mnt/d/ASL/videos/LDWvs7MSrso.mkv,,train
play cards,play cardss,0.0,0,-1,0,68,play cards,939,360.0,29.97,2.269,www.youtube.com/watch?v=cG9sRffFpEs,play cardss,"[0.03598502278327942, 0.13174933195114136, 0.9978175163269043, 0.809975266456604]",640.0,/mnt/d/ASL/videos/cG9sRffFpEs.mkv,,train
FINISH-[done],finish,0.0,0,0,0,49,FINISH-done,12,720.0,29.97,1.635,https://www.youtube.com/watch?v=v3ncKPr_8ro,finish,"[0.0485188364982605, 0.18567487597465515, 1.0, 0.8305593729019165]",1280.0,/mnt/d/ASL/videos/v3ncKPr_8ro.webm,,train
CHILDREN,children,0.0,0,-1,0,62,CHILDREN(1),245,240.0,30.0,2.067,https://www.youtube.com/watch?v=O5Sj_0DKR1o,children,"[0.014160841703414917, 0.049351513385772705, 0.989966094493866, 0.8789503574371338]",320.0,/mnt/d/ASL/videos/O5Sj_0DKR1o.mkv,,train
Drink,drink,0.0,1,31,0,149,ASL Vocabulary Drink,56,360.0,29.97,4.972,https://www.youtube.com/watch?v=IbpWUgidDS0,drink,"[0.0, 0.011105269193649292, 0.9980376958847046, 0.9959864616394043]",640.0,,,train
happy ,happy,1.668,144,-1,50,170,happy - ASL sign for happy,5,360.0,29.97,5.672,https://www.youtube.com/watch?v=D5Glywo1wSA,happy,"[0.0012792646884918213, 0.05589216947555542, 1.0, 0.9832037091255188]",480.0,/mnt/d/ASL/videos/D5Glywo1wSA.mp4,1.0,train
RED,red,10.878,72,23,326,442,Unit 04 Vocabulary,61,360.0,29.97,14.748,https://www.youtube.com/watch?v=WprUBqi3iBc,red,"[0.15617114305496216, 0.27640512585639954, 1.0, 0.6238692998886108]",626.0,/mnt/d/ASL/videos/WprUBqi3iBc.mkv,,train
50,50,0.0,0,-1,0,68,50,941,360.0,25.0,2.72,https://www.youtube.com/watch?v=2AXtoN35gO0,50,"[0.12046566605567932, 0.2708888351917267, 0.882919430732727, 0.8294044137001038]",480.0,/mnt/d/ASL/videos/2AXtoN35gO0.webm,,train
france (indigenous),france,0.0,71,-1,0,80,France (indigenous),95,360.0,29.97,2.669,https://www.youtube.com/watch?v=-VmUm5VcC7Y,france,"[0.00648459792137146, 0.24795784056186676, 1.0, 0.7270965576171875]",640.0,/mnt/d/ASL/videos/-VmUm5VcC7Y.mkv,,train
girl,girl,13.881,97,75,416,475,People Signs in ASL,39,360.0,29.97,15.849,https://www.youtube.com/watch?v=yzl_Ez0ZB9Q,girl,"[0.07397520542144775, 0.2868414521217346, 1.0, 0.6879918575286865]",480.0,/mnt/d/ASL/videos/yzl_Ez0ZB9Q.mp4,,train
 fire,fire,0.0,112,-1,0,47,ASL Dictionary - Fire,534,360.0,23.0,2.043,https://www.youtube.com/watch?v=bGBd6_KT7sk,fire,"[0.1129433810710907, 0.21664443612098694, 1.0, 0.8235540390014648]",640.0,/mnt/d/ASL/videos/bGBd6_KT7sk.webm,,train
cost,cost,0.0,2,58,0,144,Cost,484,360.0,29.629,4.86,https://www.youtube.com/watch?v=81EKokB6vO4,cost,"[0.0027559995651245117, 0.20675146579742432, 1.0, 0.8532406687736511]",640.0,/mnt/d/ASL/videos/81EKokB6vO4.webm,,train
CUP,cup,0.0,0,-1,0,127,CUP(1),339,240.0,30.0,4.233,https://www.youtube.com/watch?v=ogeNN4O2S4k,cup,"[0.022549152374267578, 0.12900793552398682, 0.9945756196975708, 0.9705362915992737]",320.0,/mnt/d/ASL/videos/ogeNN4O2S4k.webm,,train
spanish,spanish,0.0,62,-1,0,149,SPANISH,425,360.0,30.0,4.967,https://www.youtube.com/watch?v=adtTF6lIS6M,spanish,"[0.09782558679580688, 0.21313977241516113, 0.9999064207077026, 0.7251380085945129]",640.0,/mnt/d/ASL/videos/adtTF6lIS6M.webm,,train
nice,nice,0.0,35,50,0,99,nice 3,1,360.0,29.97,3.303,www.youtube.com/watch?v=e1q4pwMRTEc,nice,"[0.07141092419624329, 0.301885724067688, 1.0, 0.652358889579773]",640.0,,,train
meat,meat,0.0,152,11,0,73,Meat - Asl,349,272.0,25.0,2.92,https://www.youtube.com/watch?v=5EfisjL0UkM,meat,"[0.11725613474845886, 0.12500785291194916, 1.0, 0.4901617765426636]",480.0,/mnt/d/ASL/videos/5EfisjL0UkM.mp4,,train
engineer,engineer,0.0,2,58,0,60,Engineer,644,360.0,29.631,2.025,https://www.youtube.com/watch?v=ZRhAjNEYguc,engineer,"[0.0, 0.2031434178352356, 1.0, 0.8633811473846436]",640.0,/mnt/d/ASL/videos/ZRhAjNEYguc.webm,1.0,train
understand,understand,0.0,229,45,0,92,understand in American Sign Language,60,270.0,29.917,3.075,www.youtube.com/watch?v=zOrPlZruN0Y,understand,"[0.012809514999389648, 0.2232627123594284, 1.0, 0.6609789729118347]",480.0,/mnt/d/ASL/videos/zOrPlZruN0Y.mp4,,train
glasses,glasses,0.0,2,81,0,127,Glasses,206,360.0,29.674,4.28,https://www.youtube.com/watch?v=PVHzLpMdtsU,glasses,"[0.0, 0.14204508066177368, 1.0, 0.8227099180221558]",640.0,/mnt/d/ASL/videos/PVHzLpMdtsU.webm,,train
Marriage ,marry,0.0,135,-1,0,89,ASL Marriage ,213,360.0,30.0,2.967,https://www.youtube.com/watch?v=gkTymOG79oI,marry,"[0.24564850330352783, 0.26782897114753723, 1.0, 0.7223055362701416]",480.0,/mnt/d/ASL/videos/gkTymOG79oI.mp4,,train
wet,wet,0.667,69,59,20,112,How to sign Wet - ASL Vocabulary Series,825,360.0,30.0,3.733,https://www.youtube.com/watch?v=XILr-gqVPzU,wet,"[0.02694880962371826, 0.22621166706085205, 1.0, 0.7516131401062012]",480.0,/mnt/d/ASL/videos/XILr-gqVPzU.mkv,1.0,train
UNDERWEAR,underwear,0.0,0,-1,0,150,UNDERWEAR,802,360.0,25.0,6.0,https://www.youtube.com/watch?v=W3IfK6iQMn0,underwear,"[0.0, 0.002472013235092163, 0.999299168586731, 1.0]",480.0,/mnt/d/ASL/videos/W3IfK6iQMn0.mkv,,train
candle,candle,0.69,452,50,20,90,candle,722,360.0,29.0,3.103,https://www.youtube.com/watch?v=lIhyRAxSl4U,candle,"[0.028690099716186523, 0.2206498086452484, 1.0, 0.7094378471374512]",640.0,/mnt/d/ASL/videos/lIhyRAxSl4U.mkv,1.0,train
MEDICINE (medical),medicine,0.0,0,0,0,77,MEDICINE (medical),251,720.0,29.97,2.569,https://www.youtube.com/watch?v=88xSMjuFPHA,medicine,"[0.06613850593566895, 0.18754670023918152, 1.0, 0.7050601840019226]",1280.0,/mnt/d/ASL/videos/88xSMjuFPHA.mkv,,train
hello,hello,0.0,152,98,0,45,Hello - Asl,0,272.0,25.0,1.8,https://www.youtube.com/watch?v=7iuyJ84wvds,hello,"[0.09717109799385071, 0.1598794162273407, 1.0, 0.5547109842300415]",480.0,/mnt/d/ASL/videos/7iuyJ84wvds.mp4,,train
OUT,out,0.0,0,-1,0,65,OUT,159,240.0,30.0,2.167,https://www.youtube.com/watch?v=UBSOQQ2eEvw,outside,"[0.0017659366130828857, 0.09558907151222229, 0.9885220527648926, 0.9220699071884155]",320.0,/mnt/d/ASL/videos/UBSOQQ2eEvw.webm,,train
want,want,0.0,52,42,0,78,want(1),8,360.0,29.97,2.603,www.youtube.com/watch?v=nI-XX3BtUlQ,want,"[0.131364107131958, 0.2756938338279724, 0.9978203773498535, 0.703018844127655]",640.0,,,train
GET UP,get up,0.0,0,-1,0,72,GET UP,489,360.0,25.0,2.88,https://www.youtube.com/watch?v=zE_j0Vg-lE0,get up,"[0.04401931166648865, 0.0708470344543457, 1.0, 0.9001036882400513]",480.0,/mnt/d/ASL/videos/zE_j0Vg-lE0.mkv,,train
Clothes,clothes,6.64,203,-1,199,252,BU ASL VocabClothes,444,360.0,29.97,8.408,https://www.youtube.com/watch?v=lluXahiVWP4,clothes,"[0.011366695165634155, 0.293721467256546, 0.9940506815910339, 0.8230363726615906]",640.0,/mnt/d/ASL/videos/lluXahiVWP4.mkv,,train
no,no,2.002,1,26,60,140,ASL Vocabulary no,4,360.0,29.97,4.671,https://www.youtube.com/watch?v=hEOcz-FHs4U,no,"[0.004426121711730957, 0.1654941737651825, 1.0, 1.0]",640.0,,1.0,train
no,no,6.006,1,26,180,240,ASL Vocabulary no,4,360.0,29.97,8.008,https://www.youtube.com/watch?v=hEOcz-FHs4U,no,"[0.004426121711730957, 0.1654941737651825, 1.0, 1.0]",640.0,,1.0,train
NEXT WEEK,next week,0.0,0,-1,0,97,NEXT WEEK,331,360.0,25.0,3.88,https://www.youtube.com/watch?v=Y1mhZP2q_sQ,next week,"[0.04100319743156433, 0.16195490956306458, 0.9917522668838501, 0.866729736328125]",480.0,/mnt/d/ASL/videos/Y1mhZP2q_sQ.mkv,,train
Often,often,0.0,27,47,0,147,Baby Sign Language Often,679,360.0,30.002,4.9,www.youtube.com/watch?v=YJlLLeYGaFU,often,"[0.012337744235992432, 0.14668384194374084, 1.0, 0.7622388601303101]",640.0,,,train
